call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc,duration_ordinal,intent_account,intent_billing,intent_complaint,intent_delivery,intent_login,intent_network,intent_payment,intent_refund,intent_subscription,intent_technical,talk_time_ratio,interruption_count,resolution_flag,avg_agent_words,avg_customer_words,mean_sentiment,last_20_sentiment,std_sentiment,empathy_density,apology_count,transfer_count,duration_deviation
1392,technical,404,0.78,33,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: happy to resolve this | Turn 3: CUSTOMER: I waited so long | Turn 4: AGENT: this should work now | Turn 5: CUSTOMER: this makes no sense | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: this should not happen | Turn 8: AGENT: I am looking into your issue | Turn 9: CUSTOMER: thanks for the support | Turn 10: AGENT: we are working on it | Turn 11: CUSTOMER: thanks that solved it | Turn 12: AGENT: sorry for the trouble | Turn 13: CUSTOMER: still confused | Turn 14: AGENT: I can help you with that | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: I completely understand | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: I understand your frustration | Turn 19: CUSTOMER: I called yesterday also | Turn 20: AGENT: I will resolve this for you | Turn 21: CUSTOMER: really appreciate your help | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: my issue is still not fixed | Turn 24: AGENT: happy to resolve this | Turn 25: CUSTOMER: still confused | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: my issue is still not fixed | Turn 28: AGENT: please hold for a moment | Turn 29: CUSTOMER: I need this resolved today | Turn 30: AGENT: I will escalate this | Turn 31: CUSTOMER: thanks that solved it | Turn 32: AGENT: I apologize for the inconvenience | Turn 33: CUSTOMER: this is taking too long,2,low,unresolved,1.0,v_shape,0,False,False,False,False,False,False,False,False,False,True,0.485,5,0,5.44,4.88,0.1201,0.1254,0.3916,0.188,1,0,-0.7771
1118,subscription,532,1.05,28,Turn 1: CUSTOMER: thanks that solved it | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: okay that helps | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: I don't understand the problem | Turn 6: AGENT: your issue is important to us | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: my issue is still not fixed | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: why is this happening again | Turn 12: AGENT: let me verify your details | Turn 13: CUSTOMER: this should not happen | Turn 14: AGENT: let me check that for you | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: thanks that solved it | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: I waited so long | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: I called yesterday also | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: we are working on it | Turn 25: CUSTOMER: still confused | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: I am not happy with the service | Turn 28: AGENT: I will escalate this,2,low,unresolved,0.0,fall,1,False,False,False,False,False,False,False,False,True,False,0.5,5,0,5.93,5.36,0.1231,-0.0625,0.2558,0.071,0,0,0.2743
2151,billing,345,0.7,27,Turn 1: CUSTOMER: this is really frustrating | Turn 2: AGENT: we will fix this | Turn 3: CUSTOMER: my issue is still not fixed | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: I will escalate this | Turn 7: CUSTOMER: I called yesterday also | Turn 8: AGENT: let me check that for you | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: I don't understand the problem | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: this should not happen | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: can you please help me | Turn 18: AGENT: sorry for the trouble | Turn 19: CUSTOMER: can you please help me | Turn 20: AGENT: please hold for a moment | Turn 21: CUSTOMER: I need this resolved today | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: this keeps happening | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: this keeps happening,5,high,resolved,0.0,flat,0,False,True,False,False,False,False,False,False,False,False,0.481,5,0,5.62,5.07,0.0402,0.0898,0.2804,0.077,2,0,-0.7029
2178,subscription,555,1.1,47,Turn 1: CUSTOMER: I need this resolved today | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: I already tried that | Turn 6: AGENT: thanks for waiting | Turn 7: CUSTOMER: this is taking too long | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: I called yesterday also | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: we are working on it | Turn 15: CUSTOMER: still confused | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: we are working on it | Turn 19: CUSTOMER: this is taking too long | Turn 20: AGENT: thanks for waiting | Turn 21: CUSTOMER: this makes no sense | Turn 22: AGENT: I completely understand | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: I completely understand | Turn 25: CUSTOMER: my issue is still not fixed | Turn 26: AGENT: your issue is important to us | Turn 27: CUSTOMER: nothing is working | Turn 28: AGENT: I will resolve this for you | Turn 29: CUSTOMER: this makes no sense | Turn 30: AGENT: I will escalate this | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: I will resolve this for you | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: I can help you with that | Turn 35: CUSTOMER: this is taking too long | Turn 36: AGENT: I am looking into your issue | Turn 37: CUSTOMER: my issue is still not fixed | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: I am getting upset now | Turn 40: AGENT: I understand your frustration | Turn 41: CUSTOMER: why is this happening again | Turn 42: AGENT: let me verify your details | Turn 43: CUSTOMER: I am not happy with the service | Turn 44: AGENT: I completely understand | Turn 45: CUSTOMER: this is taking too long | Turn 46: AGENT: I apologize for the inconvenience | Turn 47: CUSTOMER: I am getting upset now,3,medium,resolved,1.0,fall,1,False,False,False,False,False,False,False,False,True,False,0.489,9,0,5.57,5.54,0.0092,-0.1972,0.2723,0.174,1,0,0.2743
1902,technical,488,0.94,28,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: I am looking into your issue | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: please check again | Turn 6: AGENT: thank you for your patience | Turn 7: CUSTOMER: this should not happen | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: still confused | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: this keeps happening | Turn 16: AGENT: we will fix this | Turn 17: CUSTOMER: I already tried that | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: I am not happy with the service | Turn 20: AGENT: let me verify your details | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: we are working on it | Turn 23: CUSTOMER: thanks for the support | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: this makes no sense | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: I am not happy with the service | Turn 28: AGENT: I will escalate this,1,low,unresolved,0.0,fall,1,False,False,False,False,False,False,False,False,False,True,0.5,5,0,5.64,5.0,0.0645,0.0092,0.315,0.143,1,0,0.2229
966,delivery,331,0.66,40,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: let me verify your details | Turn 3: CUSTOMER: I am not happy with the service | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: thank you for your patience | Turn 7: CUSTOMER: please check again | Turn 8: AGENT: thanks for waiting | Turn 9: CUSTOMER: nothing is working | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: this should not happen | Turn 12: AGENT: is there anything else | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: please hold for a moment | Turn 15: CUSTOMER: this is annoying honestly | Turn 16: AGENT: I completely understand | Turn 17: CUSTOMER: I am not happy with the service | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: I need this resolved today | Turn 20: AGENT: thank you for your patience | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: thank you for calling | Turn 23: CUSTOMER: this is annoying honestly | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: this should work now | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: my issue is still not fixed | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: please check again | Turn 32: AGENT: your issue is important to us | Turn 33: CUSTOMER: please check again | Turn 34: AGENT: I apologize for the inconvenience | Turn 35: CUSTOMER: this should not happen | Turn 36: AGENT: let me check that for you | Turn 37: CUSTOMER: finally someone answered | Turn 38: AGENT: thanks for waiting | Turn 39: CUSTOMER: I am getting upset now | Turn 40: AGENT: please hold for a moment,5,high,resolved,0.0,fall,0,False,False,False,True,False,False,False,False,False,False,0.5,9,0,5.5,5.5,0.0976,0.0527,0.229,0.1,0,0,-0.6629
1402,technical,435,0.83,42,Turn 1: CUSTOMER: this makes no sense | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: thank you for calling | Turn 7: CUSTOMER: I called yesterday also | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: thanks for the support | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: really appreciate your help | Turn 12: AGENT: thanks for waiting | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: please hold for a moment | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: I will resolve this for you | Turn 17: CUSTOMER: this is annoying honestly | Turn 18: AGENT: I completely understand | Turn 19: CUSTOMER: I need this resolved today | Turn 20: AGENT: let me verify your details | Turn 21: CUSTOMER: this makes no sense | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: this is really frustrating | Turn 24: AGENT: I understand your frustration | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: thank you for your patience | Turn 27: CUSTOMER: this keeps happening | Turn 28: AGENT: glad to help | Turn 29: CUSTOMER: this should not happen | Turn 30: AGENT: thanks for waiting | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: is there anything else | Turn 33: CUSTOMER: I don't understand the problem | Turn 34: AGENT: we are working on it | Turn 35: CUSTOMER: okay that helps | Turn 36: AGENT: I will escalate this | Turn 37: CUSTOMER: I don't understand the problem | Turn 38: AGENT: I understand your frustration | Turn 39: CUSTOMER: I don't understand the problem | Turn 40: AGENT: sorry for the trouble | Turn 41: CUSTOMER: nothing is working | Turn 42: AGENT: I appreciate your patience,1,low,unresolved,1.0,fall,1,False,False,False,False,False,False,False,False,False,True,0.5,8,0,5.24,5.14,0.103,0.0696,0.3278,0.19,2,0,0.2229
75,network,522,1.3,48,Turn 1: CUSTOMER: I waited so long | Turn 2: AGENT: is there anything else | Turn 3: CUSTOMER: I am not happy with the service | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: I need this resolved today | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: still confused | Turn 14: AGENT: glad to help | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: I called yesterday also | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: I need this resolved today | Turn 20: AGENT: thanks for waiting | Turn 21: CUSTOMER: my issue is still not fixed | Turn 22: AGENT: I am looking into your issue | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: thanks for waiting | Turn 25: CUSTOMER: I waited so long | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: nothing is working | Turn 28: AGENT: please hold for a moment | Turn 29: CUSTOMER: I am not happy with the service | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: thanks for the support | Turn 32: AGENT: is there anything else | Turn 33: CUSTOMER: my issue is still not fixed | Turn 34: AGENT: let me check that for you | Turn 35: CUSTOMER: I am not happy with the service | Turn 36: AGENT: we are working on it | Turn 37: CUSTOMER: please check again | Turn 38: AGENT: I will resolve this for you | Turn 39: CUSTOMER: finally someone answered | Turn 40: AGENT: I understand your frustration | Turn 41: CUSTOMER: I don't understand the problem | Turn 42: AGENT: thank you for your patience | Turn 43: CUSTOMER: this is taking too long | Turn 44: AGENT: glad to help | Turn 45: CUSTOMER: I need this resolved today | Turn 46: AGENT: I will escalate this | Turn 47: CUSTOMER: nothing is working | Turn 48: AGENT: thank you for your patience,4,high,resolved,0.0,flat,1,False,False,False,False,False,True,False,False,False,False,0.5,13,0,5.67,5.29,0.1048,0.1466,0.3061,0.083,0,0,0.6114
1937,refund,591,1.37,35,Turn 1: CUSTOMER: this makes no sense | Turn 2: AGENT: I completely understand | Turn 3: CUSTOMER: okay that helps | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: please check again | Turn 6: AGENT: I apologize for the inconvenience | Turn 7: CUSTOMER: I am not happy with the service | Turn 8: AGENT: let me verify your details | Turn 9: CUSTOMER: I already tried that | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: thanks for the support | Turn 12: AGENT: I appreciate your patience | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: sorry for the trouble | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: I will escalate this | Turn 17: CUSTOMER: nothing is working | Turn 18: AGENT: thank you for calling | Turn 19: CUSTOMER: this is taking too long | Turn 20: AGENT: I will escalate this | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: thanks for the support | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: my issue is still not fixed | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: this is taking too long | Turn 28: AGENT: let me check that for you | Turn 29: CUSTOMER: can you please help me | Turn 30: AGENT: happy to resolve this | Turn 31: CUSTOMER: please check again | Turn 32: AGENT: thank you for your patience | Turn 33: CUSTOMER: thanks for the support | Turn 34: AGENT: thanks for waiting | Turn 35: CUSTOMER: this keeps happening,3,medium,unresolved,0.0,rise,1,False,False,False,False,False,False,False,True,False,False,0.486,10,0,5.29,5.11,0.1908,0.4509,0.3309,0.118,1,0,0.4343
199,login,411,1.02,31,Turn 1: CUSTOMER: I waited so long | Turn 2: AGENT: I can help you with that | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: I am not happy with the service | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: I am getting upset now | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: I appreciate your patience | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: I can help you with that | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: we will fix this | Turn 17: CUSTOMER: I am getting upset now | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: third time calling | Turn 20: AGENT: happy to resolve this | Turn 21: CUSTOMER: I am getting upset now | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: I waited so long | Turn 24: AGENT: let me check that for you | Turn 25: CUSTOMER: can you please help me | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: I am getting upset now | Turn 28: AGENT: sorry for the trouble | Turn 29: CUSTOMER: this keeps happening | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: this is really frustrating,4,high,resolved,0.0,flat,0,False,False,False,False,True,False,False,False,False,False,0.484,5,0,6.0,5.31,0.0674,-0.0456,0.3361,0.067,1,0,-0.44
81,billing,640,1.31,42,Turn 1: CUSTOMER: thanks for the support | Turn 2: AGENT: I appreciate your patience | Turn 3: CUSTOMER: thanks for the support | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: this keeps happening | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: I appreciate your patience | Turn 9: CUSTOMER: I need this resolved today | Turn 10: AGENT: your issue is important to us | Turn 11: CUSTOMER: this is taking too long | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: thanks for waiting | Turn 15: CUSTOMER: this makes no sense | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: this should not happen | Turn 18: AGENT: we are working on it | Turn 19: CUSTOMER: thanks for the support | Turn 20: AGENT: thanks for waiting | Turn 21: CUSTOMER: my issue is still not fixed | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: I will resolve this for you | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: I don't understand the problem | Turn 28: AGENT: I can help you with that | Turn 29: CUSTOMER: can you please help me | Turn 30: AGENT: I will resolve this for you | Turn 31: CUSTOMER: this is really frustrating | Turn 32: AGENT: we are working on it | Turn 33: CUSTOMER: really appreciate your help | Turn 34: AGENT: I can help you with that | Turn 35: CUSTOMER: this is annoying honestly | Turn 36: AGENT: let me check that for you | Turn 37: CUSTOMER: still confused | Turn 38: AGENT: I can help you with that | Turn 39: CUSTOMER: I need this resolved today | Turn 40: AGENT: I appreciate your patience | Turn 41: CUSTOMER: nothing is working | Turn 42: AGENT: I can help you with that,4,high,resolved,0.0,rise,1,False,True,False,False,False,False,False,False,False,False,0.5,8,0,5.76,5.14,0.227,0.1763,0.3179,0.143,0,0,0.2971
399,login,466,1.16,46,Turn 1: CUSTOMER: thanks that solved it | Turn 2: AGENT: sorry for the trouble | Turn 3: CUSTOMER: I waited so long | Turn 4: AGENT: I understand your frustration | Turn 5: CUSTOMER: I called yesterday also | Turn 6: AGENT: is there anything else | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: I apologize for the inconvenience | Turn 9: CUSTOMER: finally someone answered | Turn 10: AGENT: sorry for the trouble | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: let me verify your details | Turn 13: CUSTOMER: thanks that solved it | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: I am looking into your issue | Turn 17: CUSTOMER: this is really frustrating | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: I already tried that | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: please check again | Turn 22: AGENT: I completely understand | Turn 23: CUSTOMER: I am not happy with the service | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: please check again | Turn 26: AGENT: I understand your frustration | Turn 27: CUSTOMER: my issue is still not fixed | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: finally someone answered | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: glad to help | Turn 33: CUSTOMER: I already tried that | Turn 34: AGENT: let me verify your details | Turn 35: CUSTOMER: this is really frustrating | Turn 36: AGENT: I apologize for the inconvenience | Turn 37: CUSTOMER: finally someone answered | Turn 38: AGENT: glad to help | Turn 39: CUSTOMER: this makes no sense | Turn 40: AGENT: I completely understand | Turn 41: CUSTOMER: third time calling | Turn 42: AGENT: I apologize for the inconvenience | Turn 43: CUSTOMER: nothing is working | Turn 44: AGENT: let me check that for you | Turn 45: CUSTOMER: this should not happen | Turn 46: AGENT: let me verify your details,4,high,resolved,0.0,flat,1,False,False,False,False,True,False,False,False,False,False,0.5,13,0,5.39,4.83,-0.0151,0.0122,0.3066,0.261,2,0,0.56
2362,technical,608,1.17,38,Turn 1: CUSTOMER: this is taking too long | Turn 2: AGENT: is there anything else | Turn 3: CUSTOMER: this is really frustrating | Turn 4: AGENT: please hold for a moment | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: I am getting upset now | Turn 8: AGENT: I am looking into your issue | Turn 9: CUSTOMER: still confused | Turn 10: AGENT: this should work now | Turn 11: CUSTOMER: my issue is still not fixed | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: this should not happen | Turn 14: AGENT: I will resolve this for you | Turn 15: CUSTOMER: this is annoying honestly | Turn 16: AGENT: I will escalate this | Turn 17: CUSTOMER: thanks that solved it | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: finally someone answered | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: thank you for calling | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: I will escalate this | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: I waited so long | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: this should not happen | Turn 32: AGENT: thanks for waiting | Turn 33: CUSTOMER: I don't understand the problem | Turn 34: AGENT: please hold for a moment | Turn 35: CUSTOMER: I don't understand the problem | Turn 36: AGENT: I will resolve this for you | Turn 37: CUSTOMER: I need this resolved today | Turn 38: AGENT: I am looking into your issue,1,low,unresolved,1.0,fall,1,False,False,False,False,False,False,False,False,False,True,0.5,7,0,5.63,5.05,0.1567,0.2473,0.2934,0.0,0,0,0.2229
812,technical,693,1.33,31,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: I waited so long | Turn 4: AGENT: glad to help | Turn 5: CUSTOMER: okay that helps | Turn 6: AGENT: let me check that for you | Turn 7: CUSTOMER: this is really frustrating | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: let me check that for you | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: let me check that for you | Turn 13: CUSTOMER: third time calling | Turn 14: AGENT: I apologize for the inconvenience | Turn 15: CUSTOMER: please check again | Turn 16: AGENT: I can help you with that | Turn 17: CUSTOMER: my issue is still not fixed | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: we will fix this | Turn 21: CUSTOMER: thanks for the support | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: this should not happen | Turn 24: AGENT: I am looking into your issue | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: thank you for calling | Turn 27: CUSTOMER: I am getting upset now | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: can you please help me | Turn 30: AGENT: your issue is important to us | Turn 31: CUSTOMER: please check again,1,low,unresolved,0.0,v_shape,1,False,False,False,False,False,False,False,False,False,True,0.484,7,0,6.0,5.06,0.1329,0.2546,0.325,0.0,0,0,0.2229
1239,login,248,0.62,27,Turn 1: CUSTOMER: I already tried that | Turn 2: AGENT: I understand your frustration | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: this is really frustrating | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: still confused | Turn 8: AGENT: I appreciate your patience | Turn 9: CUSTOMER: this should not happen | Turn 10: AGENT: sorry for the trouble | Turn 11: CUSTOMER: I don't understand the problem | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: nothing is working | Turn 14: AGENT: I will resolve this for you | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: we are working on it | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: we will fix this | Turn 19: CUSTOMER: this makes no sense | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: still confused | Turn 22: AGENT: is there anything else | Turn 23: CUSTOMER: I am getting upset now | Turn 24: AGENT: your issue is important to us | Turn 25: CUSTOMER: please check again | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: my issue is still not fixed,1,low,unresolved,0.0,flat,0,False,False,False,False,True,False,False,False,False,False,0.481,5,0,5.85,4.86,-0.0041,0.0901,0.3014,0.231,1,0,-0.44
705,network,437,1.09,47,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: okay that helps | Turn 8: AGENT: thank you for calling | Turn 9: CUSTOMER: I called yesterday also | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: still confused | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: I called yesterday also | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: I already tried that | Turn 16: AGENT: I will resolve this for you | Turn 17: CUSTOMER: I am getting upset now | Turn 18: AGENT: is there anything else | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: happy to resolve this | Turn 21: CUSTOMER: okay that helps | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: thanks for the support | Turn 24: AGENT: I am looking into your issue | Turn 25: CUSTOMER: thanks for the support | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: please hold for a moment | Turn 29: CUSTOMER: this should not happen | Turn 30: AGENT: happy to resolve this | Turn 31: CUSTOMER: why is this happening again | Turn 32: AGENT: I completely understand | Turn 33: CUSTOMER: I already tried that | Turn 34: AGENT: sorry for the trouble | Turn 35: CUSTOMER: this makes no sense | Turn 36: AGENT: thanks for waiting | Turn 37: CUSTOMER: I don't understand the problem | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: I don't understand the problem | Turn 40: AGENT: I completely understand | Turn 41: CUSTOMER: I already tried that | Turn 42: AGENT: I completely understand | Turn 43: CUSTOMER: this keeps happening | Turn 44: AGENT: sorry for the trouble | Turn 45: CUSTOMER: please check again | Turn 46: AGENT: I apologize for the inconvenience | Turn 47: CUSTOMER: my issue is still not fixed,3,medium,unresolved,0.0,rise,1,False,False,False,False,False,True,False,False,False,False,0.489,11,0,5.22,4.88,0.1169,-0.0105,0.3178,0.217,2,0,0.6114
