call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc
1963,account,410,0.97,38,Turn 1: CUSTOMER: this is taking too long | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: this keeps happening | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: why is this happening again | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: this makes no sense | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: this keeps happening | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: this keeps happening | Turn 12: AGENT: thanks for waiting | Turn 13: CUSTOMER: this keeps happening | Turn 14: AGENT: please hold for a moment | Turn 15: CUSTOMER: I called yesterday also | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: this is annoying honestly | Turn 18: AGENT: I completely understand | Turn 19: CUSTOMER: I already tried that | Turn 20: AGENT: thank you for calling | Turn 21: CUSTOMER: third time calling | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: please hold for a moment | Turn 25: CUSTOMER: really appreciate your help | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: I need this resolved today | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: this makes no sense | Turn 30: AGENT: thank you for your patience | Turn 31: CUSTOMER: why is this happening again | Turn 32: AGENT: your issue is important to us | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: I will resolve this for you | Turn 35: CUSTOMER: this is annoying honestly | Turn 36: AGENT: I appreciate your patience | Turn 37: CUSTOMER: my issue is still not fixed | Turn 38: AGENT: is there anything else,5,high,resolved,no,flat
15,network,502,1.25,32,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: this should not happen | Turn 4: AGENT: let me check that for you | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: glad to help | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: I will resolve this for you | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: please hold for a moment | Turn 11: CUSTOMER: this is taking too long | Turn 12: AGENT: thank you for your patience | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: I am not happy with the service | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: okay that helps | Turn 18: AGENT: sorry for the trouble | Turn 19: CUSTOMER: really appreciate your help | Turn 20: AGENT: I am looking into your issue | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: thank you for calling | Turn 23: CUSTOMER: this is really frustrating | Turn 24: AGENT: let me check that for you | Turn 25: CUSTOMER: my issue is still not fixed | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: I called yesterday also | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: I already tried that | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: please hold for a moment,3,medium,unresolved,yes,flat
2203,account,450,1.07,38,Turn 1: CUSTOMER: can you please help me | Turn 2: AGENT: let me verify your details | Turn 3: CUSTOMER: nothing is working | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: this makes no sense | Turn 6: AGENT: thanks for waiting | Turn 7: CUSTOMER: my issue is still not fixed | Turn 8: AGENT: glad to help | Turn 9: CUSTOMER: really appreciate your help | Turn 10: AGENT: sorry for the trouble | Turn 11: CUSTOMER: I don't understand the problem | Turn 12: AGENT: I apologize for the inconvenience | Turn 13: CUSTOMER: I already tried that | Turn 14: AGENT: we are working on it | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: I apologize for the inconvenience | Turn 17: CUSTOMER: still confused | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: third time calling | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: I already tried that | Turn 24: AGENT: I can help you with that | Turn 25: CUSTOMER: I waited so long | Turn 26: AGENT: let me verify your details | Turn 27: CUSTOMER: this should not happen | Turn 28: AGENT: this should work now | Turn 29: CUSTOMER: this keeps happening | Turn 30: AGENT: happy to resolve this | Turn 31: CUSTOMER: thanks for the support | Turn 32: AGENT: thanks for waiting | Turn 33: CUSTOMER: this keeps happening | Turn 34: AGENT: thanks for waiting | Turn 35: CUSTOMER: this is really frustrating | Turn 36: AGENT: please hold for a moment | Turn 37: CUSTOMER: my issue is still not fixed | Turn 38: AGENT: thank you for your patience,1,low,unresolved,yes,flat
804,payment,306,0.76,27,Turn 1: CUSTOMER: okay that helps | Turn 2: AGENT: glad to help | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: this is really frustrating | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: I am getting upset now | Turn 10: AGENT: this should work now | Turn 11: CUSTOMER: okay that helps | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: can you please help me | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: still confused | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: this keeps happening | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: really appreciate your help | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: your issue is important to us | Turn 25: CUSTOMER: I don't understand the problem | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: I waited so long,1,low,unresolved,no,v_shape
1929,login,517,1.28,27,Turn 1: CUSTOMER: this is taking too long | Turn 2: AGENT: thanks for waiting | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: I completely understand | Turn 5: CUSTOMER: thanks for the support | Turn 6: AGENT: thank you for calling | Turn 7: CUSTOMER: this keeps happening | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: this should not happen | Turn 10: AGENT: thanks for waiting | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: I completely understand | Turn 13: CUSTOMER: this is really frustrating | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: I will resolve this for you | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: really appreciate your help | Turn 20: AGENT: I am looking into your issue | Turn 21: CUSTOMER: I already tried that | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: this is really frustrating | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: nothing is working,5,high,resolved,no,rise
111,billing,447,0.91,37,Turn 1: CUSTOMER: I am getting upset now | Turn 2: AGENT: happy to resolve this | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: let me check that for you | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: glad to help | Turn 7: CUSTOMER: this makes no sense | Turn 8: AGENT: I apologize for the inconvenience | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: we will fix this | Turn 11: CUSTOMER: finally someone answered | Turn 12: AGENT: let me verify your details | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: this should not happen | Turn 16: AGENT: I apologize for the inconvenience | Turn 17: CUSTOMER: I waited so long | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: this should not happen | Turn 20: AGENT: we are working on it | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: thank you for calling | Turn 25: CUSTOMER: really appreciate your help | Turn 26: AGENT: let me verify your details | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: let me verify your details | Turn 29: CUSTOMER: why is this happening again | Turn 30: AGENT: let me verify your details | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: thanks that solved it | Turn 34: AGENT: is there anything else | Turn 35: CUSTOMER: okay that helps | Turn 36: AGENT: thank you for your patience | Turn 37: CUSTOMER: this should not happen,1,low,unresolved,no,flat
2149,login,304,0.75,25,Turn 1: CUSTOMER: can you please help me | Turn 2: AGENT: your issue is important to us | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: thank you for calling | Turn 5: CUSTOMER: I am not happy with the service | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: thanks for the support | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: this makes no sense | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: please hold for a moment | Turn 15: CUSTOMER: I am getting upset now | Turn 16: AGENT: I apologize for the inconvenience | Turn 17: CUSTOMER: third time calling | Turn 18: AGENT: please hold for a moment | Turn 19: CUSTOMER: I called yesterday also | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: I appreciate your patience | Turn 25: CUSTOMER: still confused,5,high,resolved,no,rise
363,account,560,1.33,32,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: is there anything else | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: glad to help | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: I appreciate your patience | Turn 7: CUSTOMER: please check again | Turn 8: AGENT: is there anything else | Turn 9: CUSTOMER: this makes no sense | Turn 10: AGENT: I appreciate your patience | Turn 11: CUSTOMER: this is taking too long | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: your issue is important to us | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: third time calling | Turn 18: AGENT: thank you for your patience | Turn 19: CUSTOMER: this makes no sense | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: thanks for the support | Turn 22: AGENT: I will resolve this for you | Turn 23: CUSTOMER: please check again | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: I need this resolved today | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: still confused | Turn 28: AGENT: let me verify your details | Turn 29: CUSTOMER: okay that helps | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: I apologize for the inconvenience,3,medium,unresolved,no,flat
1697,refund,411,0.95,27,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: is there anything else | Turn 3: CUSTOMER: this should not happen | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: still confused | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: this is taking too long | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: nothing is working | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: your issue is important to us | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: thank you for your patience | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: I need this resolved today | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: why is this happening again | Turn 20: AGENT: let me verify your details | Turn 21: CUSTOMER: please check again | Turn 22: AGENT: I am looking into your issue | Turn 23: CUSTOMER: I don't understand the problem | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: please hold for a moment | Turn 27: CUSTOMER: I waited so long,2,low,unresolved,no,rise
1991,billing,507,1.03,27,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: thank you for your patience | Turn 3: CUSTOMER: can you please help me | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: let me check that for you | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: I understand your frustration | Turn 9: CUSTOMER: this is really frustrating | Turn 10: AGENT: I apologize for the inconvenience | Turn 11: CUSTOMER: I need this resolved today | Turn 12: AGENT: I understand your frustration | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: finally someone answered | Turn 16: AGENT: I will resolve this for you | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: can you please help me | Turn 24: AGENT: we are working on it | Turn 25: CUSTOMER: this is annoying honestly | Turn 26: AGENT: let me verify your details | Turn 27: CUSTOMER: can you please help me,3,medium,resolved,yes,flat
1952,technical,704,1.35,34,Turn 1: CUSTOMER: nothing is working | Turn 2: AGENT: happy to resolve this | Turn 3: CUSTOMER: I am not happy with the service | Turn 4: AGENT: I appreciate your patience | Turn 5: CUSTOMER: this makes no sense | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: this makes no sense | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: I am getting upset now | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: thanks for the support | Turn 14: AGENT: your issue is important to us | Turn 15: CUSTOMER: still confused | Turn 16: AGENT: I apologize for the inconvenience | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: nothing is working | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: let me check that for you | Turn 23: CUSTOMER: thanks for the support | Turn 24: AGENT: I can help you with that | Turn 25: CUSTOMER: I waited so long | Turn 26: AGENT: I will escalate this | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: I understand your frustration | Turn 29: CUSTOMER: this keeps happening | Turn 30: AGENT: let me verify your details | Turn 31: CUSTOMER: I waited so long | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: I need this resolved today | Turn 34: AGENT: your issue is important to us,2,low,unresolved,no,v_shape
197,refund,543,1.26,47,Turn 1: CUSTOMER: my issue is still not fixed | Turn 2: AGENT: happy to resolve this | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: I apologize for the inconvenience | Turn 5: CUSTOMER: nothing is working | Turn 6: AGENT: your issue is important to us | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I apologize for the inconvenience | Turn 9: CUSTOMER: my issue is still not fixed | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: thanks for the support | Turn 12: AGENT: happy to resolve this | Turn 13: CUSTOMER: I am getting upset now | Turn 14: AGENT: I am looking into your issue | Turn 15: CUSTOMER: this makes no sense | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: I need this resolved today | Turn 18: AGENT: I appreciate your patience | Turn 19: CUSTOMER: still confused | Turn 20: AGENT: thank you for your patience | Turn 21: CUSTOMER: this keeps happening | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: I don't understand the problem | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: I am getting upset now | Turn 26: AGENT: let me check that for you | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: thank you for calling | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: I appreciate your patience | Turn 33: CUSTOMER: I called yesterday also | Turn 34: AGENT: we will fix this | Turn 35: CUSTOMER: still confused | Turn 36: AGENT: we will fix this | Turn 37: CUSTOMER: why is this happening again | Turn 38: AGENT: I am looking into your issue | Turn 39: CUSTOMER: my issue is still not fixed | Turn 40: AGENT: I can help you with that | Turn 41: CUSTOMER: I don't understand the problem | Turn 42: AGENT: sorry for the trouble | Turn 43: CUSTOMER: still confused | Turn 44: AGENT: I understand your frustration | Turn 45: CUSTOMER: finally someone answered | Turn 46: AGENT: thank you for your patience | Turn 47: CUSTOMER: this is taking too long,4,high,resolved,no,rise
1423,account,554,1.32,46,Turn 1: CUSTOMER: this is really frustrating | Turn 2: AGENT: your issue is important to us | Turn 3: CUSTOMER: still confused | Turn 4: AGENT: is there anything else | Turn 5: CUSTOMER: I am getting upset now | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: thanks for the support | Turn 8: AGENT: I apologize for the inconvenience | Turn 9: CUSTOMER: I waited so long | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: I apologize for the inconvenience | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: sorry for the trouble | Turn 15: CUSTOMER: my issue is still not fixed | Turn 16: AGENT: we are working on it | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: please hold for a moment | Turn 19: CUSTOMER: okay that helps | Turn 20: AGENT: happy to resolve this | Turn 21: CUSTOMER: I am getting upset now | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: okay that helps | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: I need this resolved today | Turn 28: AGENT: I will resolve this for you | Turn 29: CUSTOMER: thanks that solved it | Turn 30: AGENT: we will fix this | Turn 31: CUSTOMER: this is taking too long | Turn 32: AGENT: we will fix this | Turn 33: CUSTOMER: why is this happening again | Turn 34: AGENT: I understand your frustration | Turn 35: CUSTOMER: nothing is working | Turn 36: AGENT: I will escalate this | Turn 37: CUSTOMER: okay that helps | Turn 38: AGENT: is there anything else | Turn 39: CUSTOMER: I need this resolved today | Turn 40: AGENT: we are working on it | Turn 41: CUSTOMER: I need this resolved today | Turn 42: AGENT: your issue is important to us | Turn 43: CUSTOMER: this is annoying honestly | Turn 44: AGENT: glad to help | Turn 45: CUSTOMER: why is this happening again | Turn 46: AGENT: thank you for calling,1,low,unresolved,no,flat
521,billing,316,0.64,33,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: thanks that solved it | Turn 6: AGENT: let me verify your details | Turn 7: CUSTOMER: really appreciate your help | Turn 8: AGENT: happy to resolve this | Turn 9: CUSTOMER: thanks that solved it | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: I am looking into your issue | Turn 13: CUSTOMER: why is this happening again | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: this is taking too long | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: can you please help me | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: I called yesterday also | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: this is annoying honestly | Turn 24: AGENT: sorry for the trouble | Turn 25: CUSTOMER: this keeps happening | Turn 26: AGENT: sorry for the trouble | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: let me verify your details | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: thanks that solved it | Turn 32: AGENT: your issue is important to us | Turn 33: CUSTOMER: thanks that solved it,1,low,unresolved,yes,rise
1063,account,519,1.23,39,Turn 1: CUSTOMER: I don't understand the problem | Turn 2: AGENT: I understand your frustration | Turn 3: CUSTOMER: please check again | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: I am not happy with the service | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: thanks that solved it | Turn 8: AGENT: we will fix this | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: your issue is important to us | Turn 11: CUSTOMER: this should not happen | Turn 12: AGENT: I apologize for the inconvenience | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: I will resolve this for you | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: thank you for your patience | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: I can help you with that | Turn 19: CUSTOMER: I called yesterday also | Turn 20: AGENT: this should work now | Turn 21: CUSTOMER: my issue is still not fixed | Turn 22: AGENT: your issue is important to us | Turn 23: CUSTOMER: my issue is still not fixed | Turn 24: AGENT: I can help you with that | Turn 25: CUSTOMER: I am getting upset now | Turn 26: AGENT: I will resolve this for you | Turn 27: CUSTOMER: this should not happen | Turn 28: AGENT: I appreciate your patience | Turn 29: CUSTOMER: this is annoying honestly | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: can you please help me | Turn 32: AGENT: I completely understand | Turn 33: CUSTOMER: I am getting upset now | Turn 34: AGENT: is there anything else | Turn 35: CUSTOMER: I waited so long | Turn 36: AGENT: I can help you with that | Turn 37: CUSTOMER: nothing is working | Turn 38: AGENT: thank you for calling | Turn 39: CUSTOMER: I am not happy with the service,3,medium,resolved,yes,flat
1846,delivery,527,1.05,32,Turn 1: CUSTOMER: I waited so long | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: we are working on it | Turn 5: CUSTOMER: I need this resolved today | Turn 6: AGENT: I completely understand | Turn 7: CUSTOMER: this is taking too long | Turn 8: AGENT: I understand your frustration | Turn 9: CUSTOMER: can you please help me | Turn 10: AGENT: I apologize for the inconvenience | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: thanks for waiting | Turn 13: CUSTOMER: my issue is still not fixed | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: why is this happening again | Turn 16: AGENT: I will resolve this for you | Turn 17: CUSTOMER: okay that helps | Turn 18: AGENT: please hold for a moment | Turn 19: CUSTOMER: nothing is working | Turn 20: AGENT: is there anything else | Turn 21: CUSTOMER: okay that helps | Turn 22: AGENT: this should work now | Turn 23: CUSTOMER: my issue is still not fixed | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: finally someone answered | Turn 26: AGENT: this should work now | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: I am looking into your issue | Turn 29: CUSTOMER: this is really frustrating | Turn 30: AGENT: I can help you with that | Turn 31: CUSTOMER: this is taking too long | Turn 32: AGENT: glad to help,4,high,resolved,no,fall
1340,complaint,446,0.92,25,Turn 1: CUSTOMER: I need this resolved today | Turn 2: AGENT: I am looking into your issue | Turn 3: CUSTOMER: okay that helps | Turn 4: AGENT: I will escalate this | Turn 5: CUSTOMER: my issue is still not fixed | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: really appreciate your help | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: this is taking too long | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: I will resolve this for you | Turn 15: CUSTOMER: really appreciate your help | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: third time calling | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: why is this happening again | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: okay that helps | Turn 24: AGENT: glad to help | Turn 25: CUSTOMER: finally someone answered,1,low,unresolved,no,v_shape
1923,account,548,1.3,46,Turn 1: CUSTOMER: thanks for the support | Turn 2: AGENT: we will fix this | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: happy to resolve this | Turn 5: CUSTOMER: I called yesterday also | Turn 6: AGENT: please hold for a moment | Turn 7: CUSTOMER: my issue is still not fixed | Turn 8: AGENT: your issue is important to us | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: I am looking into your issue | Turn 11: CUSTOMER: okay that helps | Turn 12: AGENT: I completely understand | Turn 13: CUSTOMER: I already tried that | Turn 14: AGENT: let me check that for you | Turn 15: CUSTOMER: I am not happy with the service | Turn 16: AGENT: I completely understand | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: I will resolve this for you | Turn 19: CUSTOMER: still confused | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: happy to resolve this | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: we are working on it | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: glad to help | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: still confused | Turn 30: AGENT: is there anything else | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: finally someone answered | Turn 34: AGENT: thanks for waiting | Turn 35: CUSTOMER: I called yesterday also | Turn 36: AGENT: I appreciate your patience | Turn 37: CUSTOMER: nothing is working | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: I am getting upset now | Turn 40: AGENT: happy to resolve this | Turn 41: CUSTOMER: I am getting upset now | Turn 42: AGENT: let me verify your details | Turn 43: CUSTOMER: this keeps happening | Turn 44: AGENT: is there anything else | Turn 45: CUSTOMER: this makes no sense | Turn 46: AGENT: I am looking into your issue,2,low,unresolved,no,flat
2221,billing,415,0.85,38,Turn 1: CUSTOMER: thanks that solved it | Turn 2: AGENT: I understand your frustration | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: we will fix this | Turn 5: CUSTOMER: I am not happy with the service | Turn 6: AGENT: please hold for a moment | Turn 7: CUSTOMER: okay that helps | Turn 8: AGENT: please hold for a moment | Turn 9: CUSTOMER: still confused | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: I waited so long | Turn 12: AGENT: thanks for waiting | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: I will escalate this | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: I can help you with that | Turn 17: CUSTOMER: why is this happening again | Turn 18: AGENT: please hold for a moment | Turn 19: CUSTOMER: I called yesterday also | Turn 20: AGENT: I can help you with that | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: really appreciate your help | Turn 24: AGENT: let me verify your details | Turn 25: CUSTOMER: can you please help me | Turn 26: AGENT: is there anything else | Turn 27: CUSTOMER: okay that helps | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: I called yesterday also | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: thanks for the support | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: finally someone answered | Turn 34: AGENT: I will escalate this | Turn 35: CUSTOMER: my issue is still not fixed | Turn 36: AGENT: I apologize for the inconvenience | Turn 37: CUSTOMER: can you please help me | Turn 38: AGENT: thanks for waiting,4,high,resolved,yes,rise
